fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
6.4,0.2,0.22,7.4,32,53.0,172.0,0.99404,3.24,0.58,11.0,6
6.8,0.26,0.44,8.2,46,52.0,183.0,0.99584,3.2,0.51,9.4,5
8.6,0.18,0.28,0.8,32,25.0,78.0,0.99104,2.99,0.38,11.1,5
6.4,0.22,0.32,4.9,46,50.0,156.0,0.99316,3.38,0.55,11.2,6
6.3,0.19,0.29,5.5,42,44.0,189.0,0.99304,3.19,0.47,10.3,6
5.9,0.65,0.23,5.0,35,20.0,128.0,0.99016,3.46,0.48,12.8,6
6.4,105,0.29,1.1,35,44.0,140.0,0.99142,3.17,0.55,10.7,7
7.4,105,0.34,12.2,0.05,57.0,146.0,0.9973,3.16,0.37,9.0,6
7.6,0.16,0.41,1.9,47,27.0,151.0,0.9937,3.2,0.53,10.1,6
7.2,0.16,0.29,1.0,31,40.0,123.0,0.98958,3.12,0.4,12.1,7
6.2,0.29,0.32,3.6,26,39.0,138.0,0.9892,3.31,0.37,13.1,7
6.4,0.33,0.28,4.0,0.04,24.0,81.0,0.9903,3.26,0.64,12.6,7
6.2,0.16,0.32,1.1,36,74.0,184.0,0.99096,3.22,0.41,11.0,6
5.8,0.22,0.25,1.5,24,21.0,109.0,0.99234,3.37,0.58,10.4,6
6.0,0.28,0.22,12.15,48,42.0,163.0,0.9957,3.2,0.46,10.1,5
8.2,0.38,0.49,13.6,42,58.0,166.0,0.99855,3.1,0.54,9.4,5
7.9,0.21,0.39,2.0,57,21.0,138.0,0.99176,3.05,0.52,10.9,5
6.7,0.28,0.34,8.9,48,32.0,111.0,0.99455,3.25,0.54,11.0,7
6.1,0.34,0.21,5.0,42,17.0,133.0,0.99373,3.02,0.53,9.4,5
7.0,0.32,0.34,1.3,42,20.0,69.0,0.9912,3.31,0.65,12.0,7
7.7,0.44,0.24,11.2,31,41.0,167.0,0.9948,3.12,0.43,11.3,7
6.8,0.23,0.29,15.4,73,56.0,173.0,0.9984,3.06,0.41,8.7,6
6.0,0.26,0.29,3.1,41,37.0,144.0,0.98944,3.22,0.39,12.8,7
6.6,0.3,0.25,8.0,36,21.0,124.0,0.99362,3.06,0.38,10.8,6
6.9,0.25,0.34,1.3,35,27.0,82.0,0.99045,3.18,0.44,12.2,6
7.0,0.21,0.34,8.5,33,31.0,253.0,0.9953,3.22,0.56,10.5,6
6.1,0.36,0.16,6.4,37,36.0,198.0,0.9944,3.17,0.62,9.9,6
7.2,0.24,0.19,7.7,45,53.0,176.0,0.9958,3.17,0.38,9.5,5
7.2,0.2,0.3,2.0,39,43.0,188.0,0.9911,3.3,0.41,12.0,6
5.9,0.36,0.41,1.3,47,45.0,104.0,0.9917,3.33,0.51,10.6,6
9.8,0.36,0.45,1.6,42,11.0,124.0,0.9944,2.93,0.46,10.8,5
6.7,0.18,0.28,10.2,39,29.0,115.0,0.99469,3.11,0.45,10.9,7
7.9,0.44,0.37,5.85,33,27.0,93.0,992,3.16,0.54,12.6,7
6.4,0.31,0.5,5.8,38,42.0,111.0,0.99189,3.18,0.53,11.9,7
5.9,0.25,0.19,12.4,47,50.0,162.0,0.9973,3.35,0.38,9.5,5
5.8,0.28,0.34,4.0,31,40.0,99.0,0.9896,3.39,0.39,12.8,7
7.7,0.26,0.31,1.3,43,47.0,155.0,0.9937,3.42,0.5,10.1,6
6.8,0.52,0.32,13.2,44,54.0,221.0,0.9972,3.27,0.5,9.6,6
6.7,0.16,0.49,2.4,46,57.0,187.0,0.9952,3.62,0.81,10.4,6
6.0,0.33,0.18,3.0,36,5.0,85.0,0.99125,3.28,0.4,11.5,4
7.0,0.27,0.29,3.9,59,28.0,199.0,0.9961,3.54,0.59,10.3,5
6.1,0.22,0.23,3.1,52,15.0,104.0,0.9948,3.14,0.42,8.7,5
6.9,0.18,0.38,8.1,49,44.0,176.0,0.9958,3.3,0.54,9.8,6
6.2,0.39,0.24,4.8,37,45.0,138.0,0.99174,3.23,0.43,11.2,7
7.4,0.2,0.35,2.1,38,30.0,116.0,0.9949,3.49,0.77,10.3,7
6.8,0.32,0.21,2.2,44,15.0,68.0,0.9932,3.17,0.39,9.4,6
6.8,0.37,0.28,1.9,24,64.0,106.0,0.98993,3.45,0.6,12.6,8
7.2,0.22,0.28,7.2,0.06,41.0,132.0,0.9935,3.08,0.59,11.3,6
6.9,0.26,0.29,4.2,43,33.0,114.0,0.9902,3.16,0.31,12.5,6
6.6,0.32,0.22,16.7,46,38.0,133.0,0.9979,3.22,0.67,10.4,6
6.4,0.3,0.38,7.8,46,35.0,192.0,0.9955,3.1,0.37,9.0,5
6.0,0.67,0.07,1.2,0.06,9.0,108.0,0.9931,3.11,0.35,8.7,4
8.3,0.14,0.36,8.8,26,13.0,60.0,0.9956,3.13,0.35,11.05,5
7.1,0.26,0.19,8.2,51,53.0,187.0,996,3.16,0.52,9.7,5
7.8,0.2,0.32,5.0,16,31.0,101.0,0.99186,2.99,0.39,11.0,6
6.1,0.3,0.3,2.1,31,50.0,163.0,0.9895,3.39,0.43,12.7,7
7.0,0.32,0.24,6.2,48,31.0,228.0,0.9957,3.23,0.62,9.4,6
7.1,0.2,0.34,16.0,0.05,51.0,166.0,0.9985,3.21,0.6,9.2,6
6.5,0.32,0.23,8.5,51,20.0,138.0,0.9943,3.03,0.42,10.7,5
7.3,655,0.2,10.2,71,28.0,212.0,0.9971,2.96,0.58,9.2,6
5.7,0.26,0.3,1.8,39,30.0,105.0,0.98995,3.48,0.52,12.5,7
6.4,0.25,0.74,7.8,45,52.0,209.0,0.9956,3.21,0.42,9.2,6
5.9,0.24,0.3,2.0,33,28.0,92.0,0.99225,3.39,0.69,10.9,7
7.4,0.25,0.29,6.8,0.02,31.0,113.0,0.99338,3.13,0.29,10.8,6
7.6,0.2,0.3,14.2,56,53.0,212.5,999,3.14,0.46,8.9,8
6.9,0.4,0.22,5.95,81,76.0,303.0,0.99705,3.4,0.57,9.4,5
6.9,0.4,0.17,12.9,33,59.0,186.0,0.99754,3.08,0.49,9.4,5
5.9,415,0.13,1.4,0.04,11.0,64.0,0.9922,3.29,0.52,10.5,5
7.3,0.17,0.36,8.2,28,44.0,111.0,0.99272,3.14,0.41,12.4,6
8.0,0.42,0.36,5.0,37,34.0,101.0,992,3.13,0.57,12.3,7
7.9,0.2,0.34,1.2,0.04,29.0,118.0,0.9932,3.14,0.41,10.6,6
7.9,0.27,0.27,1.7,34,25.0,122.0,0.99088,2.97,0.51,11.9,6
6.6,0.2,0.27,10.9,38,29.0,130.0,0.99496,3.11,0.44,10.5,7
6.0,0.16,0.22,1.6,42,36.0,106.0,0.9905,3.24,0.32,11.4,6
5.4,0.29,0.38,1.2,29,31.0,132.0,0.98895,3.28,0.36,12.4,6
6.7,0.28,0.28,2.4,12,36.0,100.0,0.99064,3.26,0.39,11.7,7
7.5,0.14,0.34,1.3,55,50.0,153.0,0.9945,3.29,0.8,9.6,6
6.7,0.23,0.31,2.1,46,30.0,96.0,0.9926,3.33,0.64,10.7,8
7.1,0.32,0.3,9.9,41,63.0,192.0,0.99642,3.12,0.49,10.2,6
6.4,0.32,0.35,4.8,0.03,34.0,101.0,0.9912,3.36,0.6,12.5,8
7.3,0.28,0.35,1.6,54,31.0,148.0,0.99178,3.18,0.47,10.7,5
7.0,0.3,0.51,13.6,0.05,40.0,168.0,0.9976,3.07,0.52,9.6,7
8.2,0.28,0.42,1.8,31,30.0,93.0,0.9917,3.09,0.39,11.4,5
7.0,0.19,0.23,5.7,123,27.0,104.0,0.9954,3.04,0.54,9.4,6
5.9,0.18,0.28,5.1,39,50.0,139.0,0.99165,3.16,0.44,11.3,6
7.4,0.22,0.33,2.0,45,31.0,101.0,0.9931,3.42,0.55,11.4,5
7.4,0.18,0.3,8.8,64,26.0,103.0,0.9961,2.94,0.56,9.3,5
5.8,0.28,0.66,9.1,39,26.0,159.0,0.9965,3.66,0.55,10.8,5
6.3,0.27,0.46,11.75,37,61.0,212.0,0.9971,3.25,0.53,9.5,6
6.0,0.37,0.32,1.0,53,31.0,218.5,0.9924,3.29,0.72,9.8,6
6.9,0.2,0.36,1.5,31,38.0,147.0,0.9931,3.35,0.56,11.0,6
6.2,0.37,0.24,6.1,32,19.0,86.0,0.98934,3.04,0.26,13.4,8
8.6,0.2,0.42,1.5,41,35.0,125.0,0.9925,3.11,0.49,11.4,7
6.9,0.18,0.36,1.3,36,40.0,117.0,0.9934,3.27,0.95,9.5,7
7.5,0.27,0.31,17.7,51,33.0,173.0,999,3.09,0.64,10.2,5
6.9,0.25,0.4,1.3,38,22.0,101.0,0.9901,3.03,0.39,11.4,6
6.3,0.34,0.31,6.0,0.02,18.0,68.0,0.98981,3.22,0.29,13.4,7
6.3,0.24,0.22,11.9,0.05,65.0,179.0,0.99659,3.06,0.58,9.3,6
6.9,0.56,0.26,10.9,0.06,55.0,193.0,0.9969,3.21,0.44,9.4,5
9.6,0.29,0.46,1.45,39,77.5,223.0,0.9944,2.92,0.46,9.5,6
7.8,0.4,0.49,7.8,0.06,34.0,162.0,0.9966,3.26,0.58,11.3,6
6.1,0.33,0.32,7.8,52,52.0,183.0,0.99657,3.39,0.65,9.5,5
8.6,0.18,0.36,1.8,0.04,24.0,187.0,0.9956,3.25,0.55,9.5,6
8.2,0.4,0.48,13.7,42,59.0,169.0,0.9986,3.1,0.52,9.4,5
5.8,0.27,0.2,7.3,0.04,42.0,145.0,0.99442,3.15,0.48,9.8,5
6.3,0.2,0.4,1.5,37,35.0,107.0,0.9917,3.46,0.5,11.4,6
6.1,0.32,0.25,1.7,34,37.0,136.0,992,3.47,0.5,10.8,7
9.1,0.28,0.49,2.0,59,10.0,112.0,0.9958,3.15,0.46,10.1,5
6.8,0.3,0.24,6.6,123,35.0,116.0,0.9953,3.07,0.48,9.4,5
7.8,0.19,0.32,7.4,15,47.0,124.0,0.99278,2.99,0.39,11.0,6
8.2,0.29,0.33,9.1,36,28.0,118.0,0.9953,2.96,0.4,10.9,7
5.7,0.28,0.24,17.5,44,60.0,167.0,0.9989,3.31,0.44,9.4,5
6.8,0.31,0.25,10.5,43,30.0,165.0,0.9972,3.36,0.55,10.55,6
7.6,0.1,0.33,1.0,31,33.0,93.0,0.99094,3.06,0.68,11.2,6
7.3,0.22,0.5,13.7,49,56.0,189.0,0.9994,3.24,0.66,9.0,6
7.2,0.2,0.3,2.0,39,43.0,188.0,0.9911,3.3,0.41,12.0,6
6.8,0.29,0.32,1.8,32,18.0,130.0,0.99095,3.05,0.62,11.2,6
7.4,0.28,0.25,11.9,53,25.0,148.0,0.9976,3.1,0.62,9.2,5
6.3,0.28,0.3,3.1,39,24.0,115.0,0.9942,3.05,0.43,8.6,5
7.3,0.22,0.31,2.3,18,45.0,80.0,0.98936,3.06,0.34,12.9,7
6.4,0.24,0.23,7.3,69,31.0,157.0,0.9962,3.25,0.53,9.1,5
7.9,0.26,0.41,15.15,0.04,38.0,216.0,0.9976,2.96,0.6,10.0,6
6.6,0.19,0.43,10.9,45,53.0,154.0,0.99752,3.52,0.77,10.4,6
7.2,0.16,0.32,0.8,0.04,50.0,121.0,0.9922,3.27,0.33,10.0,6
7.2,0.25,0.28,14.4,55,55.0,205.0,0.9986,3.12,0.38,9.0,7
7.4,0.41,0.66,10.8,51,77.0,194.0,0.9976,3.05,0.46,8.7,5
7.0,0.39,0.21,10.7,98,13.0,91.0,0.99657,3.03,0.47,9.3,5
6.6,0.55,0.01,2.7,34,56.0,122.0,0.9906,3.15,0.3,11.9,5
7.7,0.26,0.32,1.2,0.04,26.0,117.0,993,3.21,0.56,10.8,5
6.9,0.4,0.17,12.9,33,59.0,186.0,0.99754,3.08,0.49,9.4,5
6.8,0.16,0.36,1.3,34,32.0,98.0,0.99058,3.02,0.58,11.3,6
6.4,0.29,0.21,9.65,41,36.0,119.0,0.99334,2.99,0.34,10.9333333333333,6
8.7,0.31,0.73,14.35,44,27.0,191.0,1.00013,2.96,0.88,8.7,5
7.1,0.12,0.3,3.1,18,15.0,37.0,0.99004,3.02,0.52,11.9,7
6.9,0.19,0.28,3.0,54,33.0,99.0,0.9924,3.16,0.4,10.8,6
5.7,0.33,0.15,1.9,0.05,20.0,93.0,0.9934,3.38,0.62,9.9,5
6.2,0.3,0.32,1.3,54,27.0,183.0,0.99266,3.3,0.43,10.1,5
6.5,0.28,0.28,8.5,47,54.0,210.0,0.9962,3.09,0.54,8.9,4
6.6,0.21,0.49,18.15,42,41.0,158.0,0.9997,3.28,0.39,8.7,6
6.4,0.5,0.16,12.9,42,26.0,138.0,0.9974,3.28,0.33,9.0,5
6.2,0.35,0.03,1.2,64,29.0,120.0,0.9934,3.22,0.54,9.1,5
7.7,0.35,0.46,11.8,88,61.0,183.0,0.99786,2.86,0.47,9.0,5
6.9,0.4,0.17,12.9,33,59.0,186.0,0.99754,3.08,0.49,9.4,5
6.3,0.23,0.49,7.1,0.05,67.0,210.0,0.9951,3.23,0.34,9.5,5
8.1,0.25,0.34,10.1,0.05,30.0,121.0,0.99724,3.17,0.49,10.1,6
6.0,0.28,0.27,15.5,36,31.0,134.0,0.99408,3.19,0.44,13.0,7
7.8,0.32,0.31,1.7,36,46.0,195.0,993,3.03,0.48,10.5,5
6.1,0.3,0.56,2.7,46,46.0,184.0,0.9924,3.31,0.57,10.9,6
6.2,0.21,0.24,1.2,51,31.0,95.0,0.99036,3.24,0.57,11.3,6
7.0,0.3,0.38,14.9,32,60.0,181.0,0.9983,3.18,0.61,9.3,7
6.0,0.28,0.25,1.8,42,8.0,108.0,0.9929,3.08,0.55,9.0,5
6.9,0.37,0.23,9.5,57,54.0,166.0,0.99568,3.23,0.42,10.0,5
7.2,0.24,0.36,2.0,29,21.0,63.0,0.99076,3.13,0.63,12.5,6
5.9,0.35,0.47,2.2,0.11,14.0,138.0,0.9932,3.09,0.5,9.1,5
5.4,0.33,0.31,4.0,0.03,27.0,108.0,0.99031,3.3,0.43,12.2,7
6.8,0.32,0.34,1.2,44,14.0,67.0,0.9919,3.05,0.47,10.6,4
6.6,0.36,0.52,10.1,0.05,29.0,140.0,0.99628,3.07,0.4,9.4,5
6.3,0.27,0.18,7.7,48,45.0,186.0,0.9962,3.23,0.47,9.0,5
5.5,0.12,0.33,1.0,38,23.0,131.0,0.99164,3.25,0.45,9.8,5
7.4,0.19,0.49,9.3,0.03,26.0,132.0,994,2.99,0.32,11.0,7
5.7,0.12,0.26,5.5,34,21.0,99.0,0.99324,3.09,0.57,9.9,6
6.8,0.22,0.3,13.6,55,50.0,180.0,0.9984,3.44,0.39,9.8,5
6.1,0.36,0.33,1.1,0.05,24.0,169.0,0.9927,3.15,0.78,9.5,6
6.2,0.2,0.26,1.7,93,40.0,161.0,0.9924,3.44,0.66,11.0,5
6.4,0.28,0.41,6.8,45,61.0,216.0,0.9952,3.09,0.46,9.4,5
6.4,0.18,0.35,1.0,45,39.0,108.0,0.9911,3.31,0.35,10.9,6
6.8,0.18,0.46,1.4,64,37.0,160.0,0.9924,3.37,0.45,11.1,5
6.5,0.22,0.45,8.0,53,52.0,196.0,0.9959,3.23,0.48,9.1,6
5.8,0.31,0.32,4.5,24,28.0,94.0,0.98906,3.25,0.52,13.7,7
5.8,0.13,0.26,5.1,39,19.0,103.0,0.99478,3.36,0.47,9.3,6
6.7,0.2,0.41,9.1,44,50.0,166.0,0.9954,3.14,0.58,9.8,6
6.1,0.34,0.27,2.6,24,20.0,105.0,0.9906,3.4,0.67,12.2,7
7.5,0.21,0.29,1.5,46,35.0,107.0,0.99123,3.15,0.45,11.3,6
7.1,0.28,0.44,1.8,32,32.0,107.0,0.9907,3.25,0.48,12.2,7
6.8,0.26,0.24,7.8,52,54.0,214.0,0.9961,3.13,0.47,8.9,5
6.4,0.15,0.4,1.3,53,61.0,146.0,0.99112,3.17,0.68,11.0,6
5.2,0.37,0.33,1.2,28,13.0,81.0,0.9902,3.37,0.38,11.7,6
7.2,0.29,0.4,13.6,45,66.0,231.0,0.9977,3.08,0.59,9.6,6
5.5,0.28,0.21,1.6,32,23.0,85.0,0.99027,3.42,0.42,12.5,5
6.0,0.26,0.34,1.3,46,6.0,29.0,0.9924,3.29,0.63,10.4,5
8.2,0.2,0.49,3.5,57,14.0,108.0,0.9928,3.19,0.35,11.5,6
6.3,0.24,0.37,1.8,31,6.0,61.0,0.9897,3.3,0.34,12.2,4
6.7,0.16,0.34,1.6,26,27.0,109.0,0.9934,3.34,0.58,10.1,6
6.6,0.36,0.52,10.1,0.05,29.0,140.0,0.99628,3.07,0.4,9.4,5
7.7,0.23,0.31,10.7,38,59.0,186.0,0.9969,3.12,0.55,9.5,6
6.9,0.26,0.33,12.6,51,59.0,173.0,998,3.39,0.38,9.9,5
6.5,0.23,0.45,2.1,27,43.0,104.0,0.99054,3.02,0.52,11.3,6
6.5,0.4,0.31,3.5,46,22.0,147.0,0.99024,3.15,0.31,12.0,7
5.9,0.24,0.12,1.4,35,60.0,247.0,0.99358,3.34,0.44,9.6,6
6.3,0.22,0.28,2.4,42,38.0,102.0,0.98998,3.14,0.37,11.6,7
7.0,0.3,0.32,6.4,34,28.0,97.0,0.9924,3.23,0.44,11.8,6
6.8,0.29,0.34,3.5,54,26.0,189.0,0.99489,3.42,0.58,10.4,5
6.6,0.26,0.21,2.9,26,48.0,126.0,0.99089,3.22,0.38,11.3,7
7.2,0.08,0.49,1.3,0.05,18.0,148.0,0.9945,3.46,0.44,10.2,6
6.1,0.27,0.31,1.5,35,17.0,83.0,0.99076,3.32,0.44,11.1,7
6.1,0.22,0.38,2.8,144,12.0,65.0,0.9908,2.95,0.64,11.4,6
7.1,0.33,0.64,13.2,56,12.0,105.0,0.9972,3.05,0.39,9.2,5
6.1,0.22,0.5,6.6,45,30.0,122.0,0.99415,3.22,0.49,9.9,6
7.4,0.34,0.3,14.9,37,70.0,169.0,0.99698,3.25,0.37,10.4,6
6.5,0.17,0.31,1.5,41,34.0,121.0,0.99092,3.06,0.46,10.5,6
10.0,0.23,0.27,14.1,33,45.0,166.0,0.9988,2.72,0.43,9.7,6
6.8,0.15,0.41,12.9,44,79.5,182.0,0.99742,3.24,0.78,10.2,6
6.4,0.23,0.39,1.8,32,23.0,118.0,0.9912,3.32,0.5,11.8,6
6.5,0.32,0.12,11.5,33,35.0,165.0,0.9974,3.22,0.32,9.0,5
6.7,0.12,0.3,5.2,48,38.0,113.0,0.99352,3.33,0.44,10.1,7
6.9,0.31,0.32,1.6,36,34.0,114.0,0.99068,3.19,0.45,11.4,7
6.4,0.24,0.22,1.5,38,38.0,157.0,0.9934,3.41,0.55,9.9,6
6.7,0.48,0.49,2.9,0.03,28.0,122.0,0.98926,3.13,0.4,13.0,6
6.9,0.29,0.32,5.8,0.04,16.0,112.0,993,3.04,0.58,11.2,5
6.2,0.3,0.32,1.7,32,30.0,130.0,0.9911,3.28,0.41,11.2,7
7.5,0.28,0.33,7.7,48,42.0,180.0,0.9974,3.37,0.59,10.1,6
9.2,0.71,0.23,6.2,42,15.0,93.0,0.9948,2.89,0.34,10.1,6
6.2,0.27,0.32,8.8,47,65.0,224.0,0.9961,3.17,0.47,8.9,5
6.3,695,0.55,12.9,56,58.0,252.0,0.99806,3.29,0.49,8.7,5
6.3,0.23,0.21,5.1,35,29.0,142.0,0.9942,3.36,0.33,10.1,7
4.8,0.26,0.23,10.6,34,23.0,111.0,0.99274,3.46,0.28,11.5,7
7.0,0.24,0.34,3.0,35,36.0,102.0,0.9905,3.18,0.43,12.2,6
6.6,0.23,0.3,14.9,51,33.0,118.0,0.99835,3.04,0.54,9.0,6
5.8,0.28,0.34,2.2,37,24.0,125.0,0.98986,3.36,0.33,12.8,8
7.4,0.33,0.44,7.6,0.05,40.0,227.0,0.99679,3.12,0.52,9.0,5
7.7,0.3,0.42,14.3,45,45.0,213.0,0.9991,3.18,0.63,9.2,5
7.5,0.29,0.31,8.95,55,20.0,151.0,0.9968,3.08,0.54,9.3,5
7.4,0.16,0.32,1.4,65,23.0,140.0,0.99134,3.06,0.47,11.4,6
7.6,0.13,0.34,9.3,62,40.0,126.0,0.9966,3.21,0.39,9.6,5
6.3,0.17,0.23,5.7,48,44.0,147.0,0.99382,3.08,0.54,10.0,5
7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984,2.9,0.43,8.7,7
6.0,0.29,0.21,15.55,43,20.0,142.0,0.99658,3.11,0.54,10.1,6
6.6,0.15,0.34,5.1,55,34.0,125.0,0.9942,3.36,0.42,9.6,5
6.0,0.14,0.37,1.2,32,63.0,148.0,0.99185,3.32,0.44,11.2,5
6.2,0.39,0.24,4.8,37,45.0,138.0,0.99174,3.23,0.43,11.2,7
6.7,0.11,0.26,14.8,53,44.0,95.0,0.99676,3.2,0.35,9.8,6
6.7,0.15,0.32,7.9,34,17.0,81.0,0.99512,3.29,0.31,10.0,6
8.5,0.26,0.21,16.2,74,41.0,197.0,998,3.02,0.5,9.8,3
7.1,0.21,0.31,3.8,21,40.0,142.0,0.99215,3.17,0.39,10.8,7
7.4,0.49,0.24,15.1,0.03,34.0,153.0,0.9953,3.13,0.51,12.0,7
4.7,145,0.29,1.0,42,35.0,90.0,0.9908,3.76,0.49,11.3,6
7.2,0.23,0.33,12.7,49,50.0,183.0,0.9987,3.41,0.4,9.8,5
7.2,0.32,0.24,5.6,33,23.0,120.0,0.99334,2.92,0.66,10.3,7
6.4,0.22,0.32,12.0,66,57.0,158.0,0.9992,3.6,0.43,9.0,6
5.8,0.23,0.2,2.0,43,39.0,154.0,0.99226,3.21,0.39,10.2,6
6.4,0.21,0.28,5.9,47,29.0,101.0,0.99278,3.15,0.4,11.0,6
7.1,0.12,0.32,9.6,54,64.0,162.0,0.9962,3.4,0.41,9.4,5
6.6,0.18,0.26,17.3,51,17.0,149.0,0.9984,3.0,0.43,9.4,6
8.2,0.23,0.29,1.8,47,47.0,187.0,0.9933,3.13,0.5,10.2,6
6.8,0.17,0.17,5.1,49,26.0,82.0,993,3.0,0.38,9.8,6
8.0,0.55,0.17,8.2,0.04,13.0,60.0,0.9956,3.09,0.3,9.5,4
7.0,0.17,0.37,1.5,28,26.0,75.0,0.9922,3.3,0.46,10.8,7
7.5,0.32,0.49,1.7,31,44.0,109.0,0.9906,3.07,0.46,12.5,6
6.6,0.21,0.29,1.8,26,35.0,128.0,0.99183,3.37,0.48,11.2,6
8.5,0.2,0.4,1.1,46,31.0,106.0,0.99194,3.0,0.35,10.5,4
5.1,0.33,0.27,6.7,22,44.0,129.0,0.99221,3.36,0.39,11.0,7
5.7,0.37,0.3,1.1,29,24.0,88.0,0.98883,3.18,0.39,11.7,6
6.5,0.48,0.02,0.9,43,32.0,99.0,0.99226,3.14,0.47,9.8,4
6.9,0.2,0.41,1.1,0.06,36.0,104.0,0.99317,2.99,0.39,9.2,5
5.0,0.35,0.25,7.8,31,24.0,116.0,0.99241,3.39,0.4,11.3,6
6.0,0.27,0.31,5.0,43,54.0,170.0,0.9924,3.28,0.52,11.0,6
7.2,0.37,0.4,11.6,32,34.0,214.0,0.9963,3.1,0.51,9.8,6
7.2,0.32,0.47,5.1,44,19.0,65.0,991,3.03,0.41,12.6,4
6.0,0.26,0.18,7.0,55,50.0,194.0,0.99591,3.21,0.43,9.0,5
7.8,0.34,0.35,1.8,42,8.0,167.0,0.9908,3.11,0.41,12.1,6
5.9,0.22,0.45,22.6,0.12,55.0,122.0,0.99636,3.1,0.35,12.8,5
7.4,0.19,0.3,12.8,53,48.5,229.0,0.9986,3.14,0.49,9.1,7
5.0,0.24,0.34,1.1,34,49.0,158.0,0.98774,3.32,0.32,13.1,7
8.1,0.33,0.36,7.4,37,36.0,156.0,0.99592,3.19,0.54,10.6,6
6.2,0.25,0.28,8.5,35,28.0,108.0,0.99486,3.4,0.42,10.4,6
7.6,345,0.26,1.9,43,15.0,134.0,0.9936,3.08,0.38,9.5,5
6.9,0.4,0.56,11.2,43,40.0,142.0,0.9975,3.14,0.46,8.7,5
6.4,0.37,0.12,5.9,56,6.0,91.0,0.99536,3.06,0.46,8.4,4
6.7,0.28,0.31,7.4,41,7.0,81.0,0.99254,3.04,0.47,11.4,8
6.2,0.37,0.3,6.6,346,79.0,200.0,0.9954,3.29,0.58,9.6,5
6.2,345,0.27,10.1,56,38.0,187.0,0.99486,3.31,0.56,10.6,5
4.8,0.34,0.0,6.5,28,33.0,163.0,0.9939,3.36,0.61,9.9,6
6.8,0.24,0.34,2.7,47,64.5,218.5,0.9934,3.3,0.58,9.7,6
7.1,0.26,0.37,5.5,25,31.0,105.0,0.99082,3.06,0.33,12.6,8
7.3,0.24,0.39,3.6,24,35.0,116.0,0.9928,3.17,0.51,10.9,5
6.9,0.28,0.28,12.2,42,52.0,139.0,0.99522,3.03,0.56,10.4,6
6.5,0.41,0.22,4.8,52,49.0,142.0,0.9946,3.14,0.62,9.2,5
6.3,0.23,0.22,3.75,39,37.0,116.0,0.9927,3.23,0.5,10.7,6
6.6,0.36,0.29,1.6,21,24.0,85.0,0.98965,3.41,0.61,12.4,9
6.8,0.41,0.3,8.8,45,28.0,131.0,0.9953,3.12,0.59,9.9,5
8.5,0.17,0.49,8.8,48,23.0,108.0,0.9947,2.88,0.34,10.5,4
6.0,0.24,0.33,2.5,26,31.0,85.0,0.99014,3.13,0.5,11.3,7
7.0,0.24,0.3,12.3,35,72.0,172.0,0.9954,2.99,0.57,10.4,6
6.9,0.35,0.39,2.4,48,25.0,157.0,0.99133,3.2,0.54,11.1,7
6.6,0.23,0.27,5.6,43,43.0,164.0,0.9953,3.27,0.76,9.5,5
6.2,0.3,0.42,2.2,36,28.0,128.0,0.9901,3.13,0.38,11.6,6
5.7,0.18,0.26,2.2,23,21.0,95.0,0.9893,3.07,0.54,12.3,6
6.5,0.22,0.25,17.1,0.05,44.0,138.0,1.0001,3.3,0.37,8.8,5
6.7,0.46,0.18,2.4,34,25.0,98.0,0.9896,3.08,0.44,12.6,7
5.8,0.13,0.22,12.7,58,24.0,183.0,0.9956,3.32,0.42,11.7,6
7.6,0.17,0.27,4.6,0.05,23.0,98.0,0.99422,3.08,0.47,9.5,6
6.9,0.23,0.41,8.0,0.03,30.0,114.0,0.99368,3.22,0.54,11.0,6
7.4,0.27,0.26,11.8,53,55.0,173.0,0.99699,3.11,0.6,9.8,5
7.4,0.22,0.33,2.0,45,31.0,101.0,0.9931,3.42,0.55,11.4,5
7.7,0.4,0.27,4.5,34,27.0,95.0,0.99175,3.21,0.59,12.3,8
6.7,0.43,0.23,5.0,157,49.0,145.0,0.99471,3.17,0.49,9.4,5
7.6,0.38,0.2,3.4,46,9.0,116.0,0.9944,3.15,0.41,9.4,5
6.4,0.17,0.27,9.9,47,26.0,101.0,0.99596,3.34,0.5,9.9,6
6.6,0.3,0.25,8.0,36,21.0,124.0,0.99362,3.06,0.38,10.8,6
6.8,0.24,0.34,4.6,32,37.0,135.0,0.9927,3.2,0.39,10.6,5
6.8,0.32,0.34,6.0,0.05,5.0,129.0,0.9953,3.19,0.4,9.1,5
6.6,0.24,0.27,10.3,47,54.0,219.0,0.99742,3.04,0.45,8.8,5
6.5,0.18,0.34,1.6,0.04,43.0,148.0,0.9912,3.32,0.59,11.5,8
6.8,0.22,0.31,1.4,53,34.0,114.0,0.9929,3.39,0.77,10.6,6
6.1,105,0.31,1.3,37,55.0,145.0,0.9912,3.41,0.41,11.1,7
7.3,0.34,0.39,5.2,0.04,45.0,163.0,0.9925,3.3,0.47,12.4,6
6.5,0.08,0.33,1.9,28,23.0,93.0,991,3.34,0.7,12.0,7
6.4,0.29,0.3,2.9,36,25.0,79.0,0.99037,3.29,0.6,12.4,7
6.0,0.24,0.28,3.95,38,61.0,134.0,0.99146,3.3,0.54,11.3,7
